id,lat,lng,demand,service_sec,tw_start_offset_min,tw_end_offset_min,priority
O111,28.8919860077785,76.60382165344457,2,120,19,339,1
O112,28.424090056203845,77.48206968272397,1,60,26,350,2
O113,27.834552635095,76.92276833770961,2,180,58,186,3
O114,28.667418242825793,77.241108824717,3,180,10,365,2
O115,28.78162154259153,77.45911786574366,2,180,222,446,3
O116,28.705270450372744,77.95444981468658,1,60,51,199,2
O117,29.172757923821766,77.06591083376412,3,60,175,257,2
O118,28.027126614144933,77.56708446717222,3,180,203,366,2
O119,27.892123927994103,77.72352393224664,3,180,188,289,1
O120,28.774514721367243,77.65701935259104,2,180,164,380,1
O121,28.26976788013269,76.91554652735357,3,60,205,350,2
O122,29.131678071970818,77.19505926673051,2,120,150,368,2
O123,29.325629187732073,76.87365255482767,3,60,145,465,2
O124,29.059835082805716,77.03889470311111,3,180,124,426,2
O125,28.840327470169452,77.77205412010568,3,120,83,180,2
O126,28.084340766936375,76.99167129984424,3,120,150,313,2
O127,28.549939480284188,77.22585125220749,3,60,129,481,2
O128,28.692805744505204,76.79961896487072,2,60,60,148,1
O129,28.510074957234654,77.04008264314835,2,120,173,414,3
O130,28.22450311915487,76.81412947839735,3,180,158,354,2
O131,28.763775316283162,77.68270513027424,3,180,34,183,3
O132,28.207155572153724,76.7438290165112,2,180,26,213,2
O133,28.259038150710442,77.15546848181444,1,180,189,446,1
O134,28.941457793503762,76.95821229226732,3,120,163,378,2
O135,28.75434107076046,77.21410467659611,1,60,157,334,3
O136,28.191494617686644,77.26247891967876,3,60,233,433,2
O137,29.039482540143013,77.09060687490945,2,120,38,383,3
O138,28.093397746119823,77.46076692581116,3,180,203,375,2
O139,28.242607272210606,77.28216633383443,1,60,64,254,2
O140,28.876628249700236,76.73252901455038,1,180,64,411,2
O141,28.58576719688488,77.21976962812026,3,180,225,539,1
O142,28.645036056011772,77.16218216848289,3,180,106,257,2
O143,28.53812172130149,77.07437053386947,2,120,153,377,1
O144,28.079987242208627,76.88554340654584,2,180,83,405,2
O145,28.718054661157584,77.52149324216914,2,120,138,394,2
O146,28.39180964712616,76.70310387957223,3,180,149,228,2
O147,29.007001943950772,76.42961564168576,2,60,181,520,1
O148,28.703598564152557,77.22284706992161,3,60,123,297,2
O149,28.888142481153103,77.58870188032373,1,180,210,515,2
O150,28.284554809693734,77.12911947627858,1,60,107,381,2
O151,28.651941918106466,77.68028183694976,2,60,175,268,2
O152,28.93840853429187,77.37874923875721,3,60,115,201,3
O153,28.694630096405277,77.5619664305586,1,60,62,294,3
O154,29.056570395873333,77.03102191866357,2,120,63,315,1
O155,28.161622758103068,77.41769354481607,1,180,49,119,2
O156,28.30619221752967,77.58745079492115,3,120,107,221,2
O157,28.64395611029883,77.27330707114338,1,120,45,343,2
O158,28.432392577312413,77.2528239176629,2,180,118,378,2
O159,28.602867593086543,77.84504244854436,3,120,34,132,1
O160,28.516850481227088,76.97233452946534,3,180,58,134,3
O161,28.197889404326045,77.12773644035705,2,180,17,225,2
O162,28.878038831928084,77.7003578112683,1,120,98,425,2
O163,28.871980772183324,77.25707587484742,2,180,126,192,2
O164,28.601427654189344,77.45378383592065,2,180,236,398,1
O165,28.17083155601121,77.38896293213368,1,120,140,492,2
O166,27.958038606940168,76.74775772588066,3,180,129,192,2
O167,28.93925638631894,76.67541115995094,1,120,117,403,3
O168,28.838845816731446,77.22588780925258,3,180,48,136,2
O169,28.453134097184694,76.31656840683183,1,180,130,455,1
O170,28.704387284197185,76.46002413616128,1,120,186,248,2
O171,28.861792992852454,77.04653116628373,2,120,46,258,2
O172,28.53662579602638,76.89178445053795,3,120,46,166,2
O173,28.700298220522477,77.22706927514433,3,120,97,167,3
O174,28.566858373049055,76.97214955372051,1,180,63,365,2
O175,28.412810815776613,77.01827463169352,2,60,12,333,3
O176,28.22001597165458,77.41426646209172,1,180,29,329,1
O177,29.061806744861666,77.00399732331881,2,60,225,287,3
O178,28.39153625431043,76.95627125196222,3,60,82,209,2
O179,28.420678340838258,77.06974397957416,1,180,162,447,3
O180,28.785273590969613,77.59821475612019,1,180,196,481,2
O181,28.17897952269812,76.94646195762323,1,120,155,251,2
O182,28.45068923003364,77.28938094963979,1,120,49,332,2
O183,28.661629113603272,77.51890247936178,2,180,214,510,2
O184,28.961269234143,77.2318504524989,1,180,68,296,2
O185,28.71410883713573,76.98288801508046,3,60,54,362,1
O186,28.56120510981,77.26169714188946,3,60,167,265,1
O187,28.745781436193784,77.35282141183953,1,180,203,486,1
O188,28.819654182716953,76.5292286252605,3,120,197,419,1
O189,28.987986120968785,77.12410595140729,3,120,46,383,3
O190,28.473132644060644,77.27871393156107,3,60,21,273,1
O191,29.25096368224211,76.94324933504846,1,180,38,130,2
O192,29.10753370291173,77.1853835881896,2,180,35,320,3
O193,28.157319040409295,76.41922508328803,3,180,128,472,2
O194,28.96763749216162,77.67972577590463,3,180,90,385,1
O195,28.749750527492623,77.29639210915535,1,180,93,414,2
O196,28.03158436750902,77.00546167197203,2,120,24,245,2
O197,28.637298355702754,77.12660236008121,2,180,217,303,3
O198,28.698930878458537,77.12636751407501,1,180,36,269,2
O199,28.77592010592157,77.116757963211,2,180,157,262,2
O200,28.16422077798716,77.42672452567268,1,120,185,458,2
O201,28.878967785717165,76.97458820602338,3,60,218,349,2
O202,28.31844261122525,77.79044704885604,3,180,175,266,2
O203,28.695250402920742,77.37749900250637,3,60,154,289,3
O204,28.612764064250722,76.79293446535164,2,60,211,512,2
O205,28.337583302891026,77.22252693602817,1,120,170,306,1
O206,28.298073870753857,77.10803340049935,3,120,183,364,3
O207,28.458303616461798,77.04916931347755,1,180,70,252,1
O208,29.185245084186672,77.33756103182527,2,120,93,263,3
O209,29.029294525200015,77.27997452636437,2,180,12,198,2
O210,28.497384174875876,77.28247077707093,2,180,21,105,3
O211,28.288628210446348,77.01888478304997,3,60,192,539,2
O212,29.158620819401126,77.36572028213257,2,60,105,223,2
O213,28.807351613023105,76.84162974135522,1,120,200,466,2
O214,28.9579235457276,77.16922637447105,3,120,198,281,2
O215,28.22739731346773,76.6830206403522,2,60,188,343,2
O216,28.587775837673817,77.07496520724582,2,180,171,492,2
O217,28.21117282606029,76.65270377402015,2,60,152,436,1
O218,28.769675283963025,77.30262972711292,3,120,181,254,3
O219,28.71599913933521,77.10430159621914,1,60,71,241,2
O220,29.185154251929426,77.52677917189557,3,120,154,241,2
O221,28.205667102250167,77.6259498798012,1,180,56,402,2
O222,27.953264745100906,77.30029507948382,2,60,10,202,2
O223,29.087112546596405,77.51438565876754,2,60,116,350,2
O224,28.996853378249433,77.17684495155677,3,180,143,310,2
O225,28.512487299444967,77.04700641478384,2,60,10,188,2
O226,28.674105597090687,76.88768760758717,2,60,225,535,1
O227,28.657836853844543,77.37154308636077,1,180,232,475,2
O228,29.272396528534465,77.15886170261264,3,120,54,347,2
O229,28.48953275092119,77.05552603456864,3,60,105,169,3
O230,28.867789582138137,76.77116512895935,3,120,180,353,2
O231,28.67184585325952,77.26890090304713,1,180,81,429,2
O232,28.87850784117181,77.86105199514934,2,120,201,323,3
O233,28.930836847430008,77.11834924147955,1,60,86,304,2
O234,28.536913673557002,77.55528424611349,2,120,28,169,3
O235,28.862967592804736,77.06840639558963,1,120,63,211,2
O236,29.035828221402422,77.7787993928498,3,60,156,308,2
O237,28.41242557505286,76.73376791858563,2,120,20,189,2
O238,28.614777324164464,77.79103166320638,1,120,81,257,3
O239,28.09972371297717,77.27040995953914,3,180,185,265,1
O240,28.53422433261231,77.34983031104052,3,180,24,360,2
O241,28.466706098174395,77.05551200595117,1,120,36,252,3
O242,28.010984588847116,77.3515379185122,2,120,11,147,2
O243,28.57156321065304,77.1518094031291,3,120,48,266,2
O244,28.66450060581045,76.87236310760879,2,120,16,247,1
O245,28.76271663660929,77.25900388389732,3,120,127,463,3
O246,28.392551269610482,76.97089689891878,2,120,130,314,3
O247,28.713773622145546,77.7512459124932,3,60,77,186,2
O248,28.751237429667736,77.52948642397584,1,120,156,379,1
O249,28.25377000887058,77.11908963791682,1,180,117,402,2
O250,28.200256716344633,77.26081223445993,1,180,172,391,2
O251,28.845418469726166,76.72332478159397,1,120,162,479,2
O252,29.14119525462198,77.54050205234832,2,120,134,360,2
O253,28.736860545144566,77.64148141859326,2,120,41,267,2
O254,28.869160130812674,76.7384777613449,3,60,145,274,2
O255,28.6246470395412,76.93243828585742,2,60,181,267,2
O256,28.81295581003699,76.64988915850569,3,120,53,170,2
O257,28.833043482226945,77.90816615549726,2,180,39,214,1
O258,28.789949026470815,77.23629988587291,1,60,40,307,2
O259,29.00777317530801,77.10121118738175,1,180,153,242,2
O260,28.26947705618432,77.09535129159428,1,60,130,475,2
O261,28.37767231151334,77.28993940895084,3,60,25,122,1
O262,28.398844113405623,76.78714256126952,1,60,11,319,2
O263,28.34648149119934,76.63394021416954,3,120,205,526,3
O264,28.693140517371383,77.20844308381842,1,120,21,319,2
O265,29.305041958703196,77.45348113117231,2,120,167,360,1
O266,28.796189174879157,77.02136174988196,3,60,172,297,1
O267,28.838490109303656,77.2521830691318,2,60,63,411,3
O268,29.391113668964135,77.10119454886672,2,120,134,218,2
O269,28.59481695242594,76.83124850257722,1,180,77,309,2
O270,28.591670655566954,77.383743384734,1,180,87,166,2
O271,28.703228645454104,76.92406619774914,1,180,139,258,2
O272,28.974616911460142,76.48502985046382,2,120,98,287,2
O273,28.81756778290796,77.70262936189964,3,60,224,366,1
O274,28.371180083551074,77.00769375138258,1,180,49,381,2
O275,28.42697227199746,77.0267744155998,2,180,187,309,2
O276,29.15451664312415,76.82848614560157,3,180,164,315,2
O277,28.48581821304717,76.79151839601126,1,120,192,313,2
O278,28.44166075956003,77.34972955132879,3,60,74,146,1
O279,28.300443079671382,77.19788722134477,3,180,158,473,1
O280,28.237709924127405,77.19460086593858,2,180,230,331,2
O281,28.402931118440566,77.58251665134613,1,120,69,176,2
O282,28.586044206618755,77.5399336159339,3,180,43,366,3
O283,29.02435896512575,77.769869126094,3,60,220,348,2
O284,29.24875183480569,77.25804124413956,1,60,96,198,2
O285,28.57511182596854,77.24282770566234,1,60,157,493,2
O286,28.68823941111756,77.20244491281605,3,180,144,231,2
O287,29.0061629566191,76.41766101703375,2,120,47,217,1
O288,28.805337734481324,77.67994669591937,2,180,187,295,2
O289,28.547262495546985,77.16683154330565,1,120,128,377,3
O290,28.36763229707864,77.07592023337617,3,120,127,455,2
O291,28.849062556640668,77.42214999371471,2,180,19,349,1
O292,28.35249179241115,77.28144752199677,3,120,133,306,3
O293,28.46134694050506,77.08994635220493,3,120,122,303,3
O294,28.561203964121404,77.31049806816262,1,120,158,343,3
O295,28.894088836140366,77.47280200695087,3,120,159,453,2
O296,29.1593611748486,77.31682408493181,2,60,222,564,3
O297,28.23675222419952,77.1947264393254,1,120,180,428,2
O298,28.343094981501277,77.29662796959819,3,60,39,393,2
O299,28.557581539557145,77.57448395289025,2,120,153,284,2
O300,28.547991765720624,76.90350704876317,2,120,226,295,2
O301,28.75046953796128,77.6353667112797,2,60,121,193,2
O302,28.991299309126887,77.23884115358153,2,120,21,289,1
O303,28.874663996568525,77.49555759175254,3,180,232,361,3
O304,29.158438151289815,77.06545725842311,2,180,163,515,2
O305,28.482667656796803,76.78488251369933,1,180,80,143,2
O306,28.444358203513737,77.31799236113409,2,180,141,454,2
O307,29.12033407400086,77.77020974348947,3,60,72,342,1
O308,28.965761007817907,76.97579448847907,2,60,168,419,2
O309,28.328692665633962,77.10013400198203,1,180,234,439,2
O310,28.85767025183658,77.52587739157791,2,60,170,427,2
O311,28.50366192308808,77.30298503394344,2,180,87,270,2
O312,29.208138925294698,77.76330768019248,1,60,147,256,1
O313,28.84029334096456,77.81082905144468,2,60,207,317,3
O314,28.46695155346497,76.63620890020375,3,60,102,210,2
O315,28.663208417136396,77.3282387840066,2,120,48,236,2
O316,28.467492684167468,77.08469217241534,1,180,93,304,2
O317,28.31306971917909,76.86648091524117,2,120,89,330,2
O318,28.46248483698067,77.46548798098091,1,60,237,480,1
O319,28.94594513653638,77.9393298037827,1,120,170,236,1
O320,28.86204355670653,76.88891968753379,3,180,185,443,2
O321,28.767572010014987,77.40848312251019,2,60,174,254,2
O322,28.263774026077833,77.41267701054652,1,180,124,344,1
O323,28.38227202533395,76.91797065790091,3,120,42,182,3
O324,28.45877326198316,76.70735389751572,3,60,176,321,2
O325,28.192047998267046,77.40711101356271,2,60,83,147,3
O326,28.751553992301968,77.53367852003153,2,180,134,360,2
O327,28.62045657449225,76.94751332331339,3,120,108,359,2
O328,27.94129048443723,77.19587782189133,1,120,136,263,2
O329,28.157913683426976,77.24312019229788,1,180,223,398,3
O330,28.521887437729333,76.64752758492565,2,120,122,247,1
O331,28.892358037839195,77.18104215969909,1,120,236,557,2
O332,27.918933196992853,76.83636381049253,3,180,206,532,2
O333,28.036630669425044,77.28107082611365,1,60,94,225,2
O334,28.85523925672041,77.14010088876984,2,120,69,396,1
O335,28.120219679675788,77.67513223522985,3,120,116,215,2
O336,28.47944102811747,77.24120520514238,1,180,110,429,2
O337,28.721144321839304,77.01415439713455,3,60,72,240,3
O338,28.97611326038316,77.72347368741295,2,120,232,350,1
O339,28.624218533368694,77.11312862771467,1,60,157,370,1
O340,28.35995392840755,77.42323227348999,1,60,125,318,2
O341,28.518150870850544,76.50669688312485,3,60,222,497,2
O342,28.456758705164546,77.56555738778601,2,60,165,472,1
O343,28.425225465242725,77.7984369448166,2,60,60,194,2
O344,28.13510979244355,77.65577150490594,1,180,103,433,2
O345,28.5137643066772,76.96638536420325,3,180,207,467,2
O346,28.543188913905272,76.99558148945452,2,60,56,409,2
O347,29.073615614187382,77.02378196465999,1,180,146,457,2
O348,28.743122099031513,77.12234422052623,3,180,160,310,2
O349,28.199681208882605,77.00094105241708,1,120,44,250,3
O350,28.55476761980252,76.8704460219733,1,120,163,324,2
O351,28.476667764432236,77.47859844646068,3,180,179,513,3
O352,28.31894185070666,77.59906690552687,3,60,28,207,2
O353,28.326741136871483,77.24199630493763,2,60,73,293,2
O354,28.866133933044793,76.62844782698292,3,60,196,477,2
O355,28.50130015366423,77.49432945159758,2,60,129,315,2
O356,29.00445965478774,77.25020216640021,2,180,20,143,2
O357,29.20060230275197,77.51765004653655,1,180,181,441,3
O358,28.921394748129597,77.3889847799837,1,60,96,231,2
O359,28.49137663411379,76.89118852136372,1,120,30,127,2
O360,28.294038191883963,77.4901941088113,3,120,85,211,2
O361,28.652748362499615,77.40708447199214,3,60,10,141,2
O362,28.580624758377652,77.1427821247814,1,60,21,342,1
O363,28.478534433710774,76.96029377830588,1,60,102,270,2
O364,28.7564330365811,76.76359074901306,1,60,150,398,1
O365,28.95585302168971,77.00156069407792,1,120,115,407,2
O366,28.68112416205693,76.9389049902262,1,180,68,310,3
O367,29.213374540552753,77.18721163389435,3,180,86,272,2
O368,28.179489846314507,76.54163983322064,1,60,118,445,2
O369,28.945596073909815,76.85737538499869,2,60,17,229,2
O370,28.65957899336049,76.9881837033576,2,120,203,423,2
O371,28.33385336621209,77.09877334133768,1,60,85,387,2
O372,28.66707940107059,77.36773780887962,1,120,203,528,2
O373,28.51890961048254,77.09501468523789,2,180,126,187,2
O374,28.790088670807407,77.53856713937893,3,180,74,346,3
O375,28.558834010690564,76.67560447783461,1,120,37,373,2
O376,29.19414864612135,76.94123818894444,3,60,190,371,2
O377,28.43672884482739,76.73178686825912,3,180,50,172,1
O378,28.52799937348153,77.18209325731081,1,180,43,258,2
O379,28.309808568365682,77.05449481502686,1,120,197,382,2
O380,28.999254194441956,77.24893121055953,2,60,40,212,1
O381,28.46449119686953,77.20380898212285,3,180,84,188,2
O382,28.267637912332617,77.07904332080895,2,120,68,252,2
O383,28.790766492594084,77.10286833210138,1,60,179,362,2
O384,28.68944215236678,77.533674177377,1,60,38,174,2
O385,28.608128631164398,77.35168372669875,1,120,118,219,3
O386,28.34270964027651,77.40900818812109,1,120,136,216,3
O387,27.989796456187815,77.4776370566056,3,60,236,406,3
O388,28.812881784961736,76.97406522382352,3,120,113,386,2
O389,28.22620418192942,77.38740618744981,1,60,154,314,2
O390,28.693908001372165,77.37698769107648,1,180,149,454,1
O391,28.499830563880284,77.30961499332241,1,60,55,126,3
O392,28.61982171757726,77.44380255009705,2,180,192,501,2
O393,29.456898954629523,77.55267893085602,3,180,164,426,3
O394,29.043571938584208,76.91033818504228,1,120,228,369,2
O395,29.092397331686808,77.81793447036121,3,60,172,279,3
O396,28.177299714195396,77.55492571984803,3,180,47,119,3
O397,28.841777120119747,76.89925721821335,2,120,102,375,2
O398,28.370199834470036,77.35520648320208,2,60,217,480,3
O399,28.33189777528253,76.96333300199073,1,120,56,278,3
O400,28.914434924217687,77.39329183971576,3,120,144,270,2
O401,28.776300842924925,77.46605266485486,1,60,145,392,2
O402,28.798202815893475,77.37050900225428,2,180,113,195,2
O403,28.562482488846562,76.94144322788499,2,180,111,245,2
O404,28.647571637581947,77.16059334409407,1,120,54,174,1
O405,28.73706631730205,77.49380846395063,1,180,171,464,2
O406,28.246239539480786,77.1833378956589,2,60,193,363,2
O407,28.525892823229828,77.57813451125045,3,120,129,243,3
O408,28.530494419406565,76.48924561367647,1,60,167,495,2
O409,29.04293649418336,76.73889325020106,2,180,90,332,2
O410,29.303648729982857,76.74552231101174,2,120,23,260,2
O411,28.764102900247458,77.39055656330396,2,120,200,519,1
O412,28.38094414049047,77.52864330245524,3,180,215,564,1
O413,28.448646901552156,77.26372336292742,1,180,194,494,2
O414,28.510509774072503,77.26474193986977,2,60,143,359,3
O415,28.560470060252992,77.2627329523918,1,180,171,330,3
O416,28.578473097284114,77.43932658905516,2,180,174,419,1
O417,28.846628046142683,77.24882967605174,1,180,147,381,1
O418,28.918304612258478,77.65299781386817,1,180,26,366,2
O419,28.678004531756017,77.10674653824695,1,120,154,314,2
O420,28.923881033173032,77.09811244196712,3,180,155,470,2
O421,28.453675613354452,77.15591974131036,1,60,219,507,3
O422,28.4888263460021,77.382314698065,1,120,212,371,2
O423,28.12397606476971,77.50277250621025,3,120,12,99,3
O424,28.657507694977507,77.08690830306112,2,120,74,154,2
O425,28.442332521855885,77.15052746701116,2,120,147,259,2
O426,28.13294353010657,76.8017520959817,2,60,109,306,1
O427,28.343016414569888,77.63834506348603,2,60,180,467,1
O428,29.05908628974152,77.01112176885914,3,180,218,381,1
O429,28.6869421670445,77.60332691025916,2,180,184,465,2
O430,28.531616944562398,76.74645225130392,1,60,42,156,2
O431,28.223190561730753,76.6818890737071,3,60,237,431,3
O432,28.7778213497336,77.90711023154566,1,180,226,330,2
O433,28.48908912319272,77.14448201495537,1,60,107,392,2
O434,28.558450413016917,77.80577274286374,2,120,113,291,2
O435,28.62048582964287,77.29186396898771,3,120,26,144,2
O436,28.8765259144226,77.29943800097165,1,120,54,380,3
O437,28.898771317686386,77.23076969641322,3,180,74,182,3
O438,29.005894777500025,76.88616109346408,1,180,168,401,1
O439,28.350566652639184,77.95952792399639,2,60,187,472,2
O440,29.251974033090427,77.2114423922697,1,120,47,168,3
O441,29.30369950999325,76.52853644856697,1,180,231,293,1
O442,28.164904501479686,77.11322287129153,3,60,218,517,3
O443,27.864816122628454,77.42388133075083,2,60,25,152,3
O444,28.62902297846265,77.32819285495717,3,60,98,431,2
O445,28.673717260057334,76.97122689512003,2,120,13,180,2
O446,28.622312945935757,77.41448631181207,2,120,17,217,3
O447,28.384010173796447,77.58539309436323,2,60,180,278,2
O448,28.71039102640204,77.5878187840064,1,120,45,205,2
O449,29.04493301931315,77.29276374469454,1,120,113,227,2
O450,28.565396297730246,76.8954580247899,1,60,204,404,1
O451,29.716203807531564,76.6833686611124,3,60,76,252,1
O452,28.58723599126096,76.9675287074443,2,120,26,359,3
O453,29.006369203808816,76.52074428094915,2,60,123,439,1
O454,28.132643379411917,77.220700611351,1,60,131,383,1
O455,28.48555521664471,77.4555142958836,1,60,148,356,2
O456,28.36003672616198,77.55305553373215,3,180,80,293,3
O457,29.05882595979345,77.06338339657331,2,180,125,293,2
O458,28.440249172528443,76.84039879293219,3,120,165,495,3
O459,28.329061963780227,77.17695168558022,3,180,198,421,2
O460,28.828382555772667,77.6373290749282,3,120,194,434,2
O461,28.454924377610194,77.1797183973351,2,60,71,299,1
O462,28.831542234354142,76.29007617649384,1,60,147,374,2
O463,28.27107470396218,76.81898948172432,3,180,95,192,2
O464,28.27215784009424,77.86032232111314,1,180,67,156,2
O465,28.88620525291559,77.41719830953372,2,60,135,241,3
O466,29.074175816453405,76.59116746920265,1,180,40,301,1
O467,28.655918046713015,76.58070894520274,1,180,233,302,2
O468,28.763790191010383,77.15643623473404,3,60,132,293,2
O469,28.34669243942227,77.40253032482431,1,60,136,283,1
O470,28.527364856316975,77.28815743800277,2,180,135,275,1
O471,28.816274266292424,76.80892229586321,1,180,90,212,2
O472,28.390222029148422,77.88289061627195,1,60,204,534,2
O473,28.864304523447444,77.12988817158774,1,180,52,189,2
O474,28.594889957669313,77.37235494095962,3,60,92,319,1
O475,29.187528931671086,77.22334449669788,2,60,73,279,2
O476,28.46291521657393,76.89910514314064,3,120,129,210,2
O477,28.409136853324046,77.48632374283451,3,180,123,454,3
O478,28.189648024605155,77.45398455170955,1,60,21,206,2
O479,28.498336604117807,76.74920005511622,2,60,14,130,3
O480,28.162520451168326,77.42353131102995,1,120,59,137,2
